country,code,year,"Fertility rate, total (births per woman)","GDP per capita, PPP (constant 2021 international $)","Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)",Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Poverty headcount ratio at national poverty lines (% of population),Rural population (% of total population),Urban population (% of total population)
Cambodia,KHM,1997,4.395,1595.1713065702,57.266,95.8,65.5505438477226,6.883669247052,11570982.0,,81.94,18.06
Cambodia,KHM,1998,4.13,1602.38371208983,57.859,94.8,68.3105200543848,4.12422750057528,12058173.0,,81.645,18.355
Cambodia,KHM,1999,3.933,1775.41239802002,58.611,92.0,69.4863528212101,1.70665891380385,12265731.0,,81.53,18.47
Cambodia,KHM,2000,3.794,1922.03179092592,59.491,86.7,70.6001359619307,1.59016992993238,12462336.0,,81.414,18.586
Cambodia,KHM,2001,3.687,2032.08092022373,60.457,79.4,71.7113301608883,1.56166865874357,12658484.0,,81.297,18.703
Cambodia,KHM,2002,3.57,2126.34150468987,61.395,71.8,72.8259743938364,1.54239258007881,12855241.0,,81.18,18.82
Cambodia,KHM,2003,3.429,2309.83931482788,62.345,65.0,73.934783593927,1.5110719151833,13050968.0,50.2,81.063,18.937
Cambodia,KHM,2004,3.307,2491.30930003838,63.256,59.3,75.0324665760254,1.47375057040259,13244731.0,,80.945,19.055
Cambodia,KHM,2005,3.238,2781.89028895255,64.113,54.5,76.1341604350782,1.4576145365221,13439202.0,,80.826,19.174
Cambodia,KHM,2006,3.175,3041.10471220153,64.886,50.5,77.2661907999094,1.47594305468246,13639028.0,45.0,80.707,19.293
Cambodia,KHM,2007,3.13,3308.15747246544,65.549,47.1,78.4147405393157,1.47554433066197,13841770.0,,80.587,19.413
Cambodia,KHM,2008,3.048,3501.9257021932,66.147,43.8,79.6140890550646,1.51791486007376,14053479.0,34.0,80.429,19.571
Cambodia,KHM,2009,2.971,3587.60889588362,66.747,40.6,80.8792771357353,1.57665618141569,14276810.0,23.9,80.07,19.93
Cambodia,KHM,2010,2.859,3711.53750580157,67.311,37.7,82.1477792884659,1.55621745380597,14500726.0,22.1,79.706,20.294
Cambodia,KHM,2011,2.782,3921.97911563308,67.869,35.1,83.4046227056424,1.51839242344005,14722584.0,20.5,79.337,20.663
Cambodia,KHM,2012,2.751,4159.16354123446,68.371,32.8,84.6651087695445,1.49998418675996,14945085.0,17.7,78.963,21.037
Cambodia,KHM,2013,2.742,4419.3988680186,68.755,30.8,85.9404486743712,1.49510212980529,15170208.0,,78.585,21.415
Cambodia,KHM,2014,2.734,4702.73061823207,69.117,29.1,87.2239519601178,1.4824372519955,15396772.0,,78.201,21.799
Cambodia,KHM,2015,2.729,4968.57276699143,69.398,27.7,88.5069737140267,1.46023762985186,15623251.0,,77.812,22.188
Cambodia,KHM,2016,2.725,5283.72964943779,69.635,26.5,89.8074042601405,1.45860767566845,15852803.0,,77.418,22.582
Cambodia,KHM,2017,2.719,5632.03125629342,69.842,25.4,91.0569453886245,1.38176596089867,16073372.0,,77.02,22.98
Cambodia,KHM,2018,2.724,6050.59088262205,69.993,24.4,92.1964763199638,1.24368277407927,16274522.0,,76.612,23.388
Cambodia,KHM,2019,2.725,6448.88455952805,70.127,23.5,93.3679129843644,1.26258301009769,16481304.0,,76.195,23.805
Cambodia,KHM,2020,2.699,6128.78243783335,70.059,22.6,94.7511556764106,1.47062988552696,16725474.0,,75.768,24.232
Cambodia,KHM,2021,2.664,6225.53265474741,69.301,21.9,96.160803308407,1.47677836241244,16974305.0,,75.332,24.668
Cambodia,KHM,2022,2.616,6456.7382143272,70.528,21.1,97.4491502379334,1.33088813106016,17201724.0,,74.886,25.114
Cambodia,KHM,2023,2.579,6690.58942585792,70.668,20.3,,1.28320677599476,17423880.0,,74.43,25.57
India,IND,1960,5.921,,45.61,150.6,,,435990338.0,,82.076,17.924
India,IND,1961,5.937,,45.824,148.8,150.197171724646,2.39642770212636,446564729.0,,81.968,18.032
India,IND,1962,5.953,,46.133,147.0,153.802175441193,2.3718292492177,457283090.0,,81.782,18.218
India,IND,1963,5.969,,46.458,145.5,157.453299318241,2.34617004494498,468138575.0,,81.595,18.405
India,IND,1964,5.979,,46.742,144.0,161.183643830364,2.34154578203199,479229598.0,,81.405,18.595
India,IND,1965,5.941,,45.558,142.6,164.853287546373,2.25115521196281,490140146.0,,81.215,18.785
India,IND,1966,5.881,,45.884,141.3,168.418515802892,2.13961351155644,500740247.0,,81.023,18.977
India,IND,1967,5.825,,46.184,140.0,172.073218327789,2.14680270986968,511606372.0,,80.829,19.171
India,IND,1968,5.76,,47.925,138.8,175.810119434009,2.14844716038577,522716889.0,,80.634,19.366
India,IND,1969,5.684,,48.26,137.3,179.564892926453,2.11321172870178,533880544.0,,80.438,19.562
India,IND,1970,5.624,,48.585,135.8,183.595487674854,2.21982378728468,545864268.0,,80.24,19.76
India,IND,1971,5.565,,48.902,134.0,187.709627369929,2.21613325893602,558096387.0,,80.009,19.991
India,IND,1972,5.482,,49.213,132.2,191.875440856454,2.19501824226466,570482142.0,,79.679,20.321
India,IND,1973,5.402,,49.642,130.0,196.242284549592,2.25036255306664,583465598.0,,79.347,20.653
India,IND,1974,5.325,,50.259,127.6,200.808354326498,2.3000950671043,597041391.0,,79.009,20.991
India,IND,1975,5.195,,50.761,124.8,205.607288804281,2.36169921715702,611309535.0,,78.668,21.332
India,IND,1976,5.13,,51.302,121.9,210.501812194983,2.3526277752357,625861883.0,,78.323,21.677
India,IND,1977,5.007,,51.822,118.6,215.526455759639,2.35894044670683,640801103.0,,77.974,22.026
India,IND,1978,4.888,,52.42,115.2,220.547031639418,2.30273010047879,655728229.0,,77.621,22.379
India,IND,1979,4.808,,53.014,111.7,225.735908905923,2.32548037680355,671155747.0,,77.264,22.736
India,IND,1980,4.775,,53.593,108.4,231.184022884511,2.38482579119883,687354025.0,,76.902,23.098
India,IND,1981,4.698,,54.173,105.3,236.680551865168,2.34973202595162,703696250.0,,76.583,23.417
India,IND,1982,4.62,,54.735,102.5,242.26957342114,2.33396964438701,720313473.0,,76.353,23.647
India,IND,1983,4.565,,55.283,99.9,248.007251806982,2.3406940951715,737372681.0,,76.121,23.879
India,IND,1984,4.516,,55.813,97.6,253.894116756749,2.34593300498783,754875449.0,,75.887,24.113
India,IND,1985,4.432,,56.324,95.3,259.871650651321,2.3270540843985,772647793.0,,75.652,24.348
India,IND,1986,4.399,,56.819,93.1,265.939942620552,2.30826458791438,790689978.0,,75.415,24.585
India,IND,1987,4.311,,57.291,90.8,272.075202055704,2.2808002561271,808931270.0,,75.177,24.823
India,IND,1988,4.222,,57.744,88.5,278.267783088198,2.25053923542519,827342990.0,,74.937,25.063
India,IND,1989,4.132,,58.196,86.4,284.556159882147,2.23467340339487,846039529.0,,74.695,25.305
India,IND,1990,4.045,2203.14703867968,58.618,84.3,290.923964159707,2.213130886438,864972221.0,,74.453,25.547
India,IND,1991,3.959,2178.6859145401,59.032,82.4,297.299398962058,2.16777668657973,883927600.0,,74.222,25.778
India,IND,1992,3.877,2249.69790389274,59.445,80.6,303.699753463452,2.12998519274824,902957070.0,,74.016,25.984
India,IND,1993,3.799,2307.60714181108,59.823,78.9,310.144453264003,2.09986069412181,922118387.0,,73.809,26.191
India,IND,1994,3.723,2411.46273689083,60.237,77.3,316.550158920217,2.04435418122792,941163767.0,,73.601,26.399
India,IND,1995,3.651,2542.42211133345,60.63,75.6,322.986773129198,2.01296632914892,960301044.0,,73.393,26.607
India,IND,1996,3.582,2680.27888437082,61.027,73.8,329.5041547967,1.99775909414655,979678458.0,,73.183,26.817
India,IND,1997,3.514,2734.52089133672,61.439,72.0,336.047733915424,1.966425183613,999133762.0,,72.972,27.028
India,IND,1998,3.446,2847.96234988663,61.852,70.2,342.61687951325,1.93596384442712,1018665080.0,,72.76,27.24
India,IND,1999,3.383,3041.48258556057,62.284,68.2,349.195921888611,1.90202919152067,1038225823.0,,72.547,27.453
India,IND,2000,3.35,3099.5028215766,62.749,66.3,355.82076254797,1.87939826197393,1057922733.0,,72.333,27.667
India,IND,2001,3.303,3188.81024020636,63.158,64.3,362.539418940599,1.87060822112685,1077898575.0,,72.082,27.918
India,IND,2002,3.217,3250.69565544917,63.649,62.4,369.165905979773,1.81129424097937,1097600380.0,,71.756,28.244
India,IND,2003,3.122,3445.92592352395,64.086,60.5,375.624499611528,1.73438204419235,1116803006.0,,71.428,28.572
India,IND,2004,3.046,3656.12620652098,64.484,58.6,382.078344471763,1.7035704679088,1135991513.0,37.2,71.097,28.903
India,IND,2005,2.958,3881.9661798273,64.939,56.7,388.36277600826,1.63142146860079,1154676322.0,,70.765,29.235
India,IND,2006,2.867,4129.77837009239,65.373,54.8,394.485011048739,1.56412522526913,1172878890.0,,70.431,29.569
India,IND,2007,2.775,4379.69604361151,65.803,52.8,400.470881780175,1.50599144392136,1190676021.0,,70.094,29.906
India,IND,2008,2.711,4450.39022919238,66.247,50.8,406.274393496547,1.43877181746736,1207930964.0,,69.754,30.246
India,IND,2009,2.674,4731.36160463896,66.7,48.7,412.191872366045,1.44601731955273,1225524753.0,29.8,69.413,30.587
India,IND,2010,2.598,5059.2827108398,67.162,46.7,418.231449722352,1.45460361883041,1243481564.0,,69.07,30.93
India,IND,2011,2.532,5249.54925694026,67.623,44.6,424.199245255096,1.41682761544376,1261224954.0,21.9,68.724,31.276
India,IND,2012,2.47,5460.43768570052,68.076,42.5,430.068210238834,1.37405616603306,1278674502.0,,68.366,31.634
India,IND,2013,2.399,5732.24189090876,68.499,40.5,435.838110245225,1.33270430507476,1295829511.0,,67.997,32.003
India,IND,2014,2.293,6079.84393523695,68.932,38.5,441.370107863944,1.26129027125347,1312277191.0,,67.616,32.384
India,IND,2015,2.289,6488.14602910787,69.326,36.6,446.666542669658,1.19285563384335,1328024498.0,,67.223,32.777
India,IND,2016,2.284,6940.62588857522,69.709,34.7,452.020992940243,1.19162966402099,1343944296.0,,66.818,33.182
India,IND,2017,2.193,7326.60693679859,70.068,33.0,457.30592394028,1.1623961434697,1359657400.0,,66.4,33.6
India,IND,2018,2.184,7714.33974724531,70.415,31.3,462.351569862673,1.09729906702925,1374659064.0,,65.97,34.03
India,IND,2019,2.12,7930.0911303899,70.746,29.7,467.185182245332,1.04001395098104,1389030312.0,,65.528,34.472
India,IND,2020,2.047,7399.53068079041,70.156,28.2,471.755150192218,0.973438646910149,1402617695.0,,65.074,34.926
India,IND,2021,2.014,8050.01857452664,67.282,26.8,475.652042419085,0.822648220128724,1414203896.0,,64.607,35.393
India,IND,2022,1.994,8544.68888383182,71.698,25.6,479.425536881262,0.790200540609834,1425423212.0,,64.128,35.872
India,IND,2023,1.975,9160.06365370888,72.003,24.5,,0.883289539766135,1438069596.0,,63.636,36.364
Indonesia,IDN,1960,5.505,,46.835,144.9,,,88296070.0,,85.414,14.586
Indonesia,IDN,1961,5.522,,47.385,141.2,50.1174390169853,2.78673050525734,90791249.0,,85.179,14.821
Indonesia,IDN,1962,5.534,,48.141,137.8,51.5441578299486,2.80698421797939,93375850.0,,84.942,15.058
Indonesia,IDN,1963,5.551,,48.742,134.3,53.0210944098213,2.82509682257967,96051424.0,,84.701,15.299
Indonesia,IDN,1964,5.568,,49.44,130.9,54.5569583289633,2.85554207780566,98833749.0,,84.457,15.543
Indonesia,IDN,1965,5.593,,42.762,141.2,55.9542993094388,2.52900109189077,101365130.0,,84.211,15.789
Indonesia,IDN,1966,5.593,,48.406,124.1,57.2943656607252,2.36670145600789,103792754.0,,83.961,16.039
Indonesia,IDN,1967,5.583,,51.309,120.8,58.8033545488168,2.59966150696535,106526393.0,,83.707,16.293
Indonesia,IDN,1968,5.568,,51.888,117.4,60.4172104859321,2.70751027453981,109450006.0,,83.451,16.549
Indonesia,IDN,1969,5.553,,52.588,114.1,62.1105665251688,2.76421216767215,112517639.0,,83.191,16.809
Indonesia,IDN,1970,5.488,,53.254,111.0,63.843790193037,2.7523193721547,115657495.0,,82.929,17.071
Indonesia,IDN,1971,5.397,,53.823,108.0,65.5970798809872,2.70918593790289,118833702.0,,82.662,17.338
Indonesia,IDN,1972,5.315,,54.364,105.1,67.3668922536805,2.66225034303759,122039841.0,,82.221,17.779
Indonesia,IDN,1973,5.246,,54.916,102.3,69.1601842600617,2.62716406889288,125288515.0,,81.72,18.28
Indonesia,IDN,1974,5.089,,55.443,99.7,70.9633329101277,2.57379806865858,128555045.0,,81.207,18.793
Indonesia,IDN,1975,5.032,,55.998,97.2,72.778776420453,2.52610742568257,131843848.0,,80.683,19.317
Indonesia,IDN,1976,4.921,,56.445,94.8,74.6168544411753,2.49420325253991,135173655.0,,80.147,19.853
Indonesia,IDN,1977,4.807,,57.09,92.6,76.4715362917249,2.45521844395398,138533541.0,,79.602,20.398
Indonesia,IDN,1978,4.732,,57.607,90.5,78.3591928548165,2.43846955711898,141953163.0,,79.044,20.956
Indonesia,IDN,1979,4.625,,58.18,88.5,80.2811009235083,2.42309448317805,145434834.0,,78.476,21.524
Indonesia,IDN,1980,4.495,,58.701,86.5,82.2217965632021,2.38861945340176,148950540.0,,77.896,22.104
Indonesia,IDN,1981,4.356,,59.096,84.4,84.1728638694613,2.34521555543862,152485035.0,,77.185,22.815
Indonesia,IDN,1982,4.247,,59.7,82.4,86.1419387603018,2.312379898873,156052152.0,,76.394,23.606
Indonesia,IDN,1983,4.109,,60.343,80.3,88.1287397119626,2.2802310222151,159651381.0,,75.585,24.415
Indonesia,IDN,1984,3.956,,60.891,78.2,90.1158243954139,2.229708398269,163251124.0,,74.756,25.244
Indonesia,IDN,1985,3.725,,61.387,76.1,92.0616840640991,2.13630506735178,166776185.0,,73.911,26.089
Indonesia,IDN,1986,3.53,,61.736,73.9,93.9378908902223,2.01749973418514,170175065.0,,73.047,26.953
Indonesia,IDN,1987,3.42,,62.087,71.7,95.7794366212733,1.94141842112657,173511154.0,,72.165,27.835
Indonesia,IDN,1988,3.353,,62.386,69.3,97.6253001540101,1.90886698268871,176855065.0,,71.264,28.736
Indonesia,IDN,1989,3.247,,62.883,66.8,99.4726287143196,1.87458353064795,180201630.0,,70.349,29.651
Indonesia,IDN,1990,3.114,4873.05380133263,63.249,64.3,101.293959383297,1.81442604896274,183501098.0,,69.416,30.584
Indonesia,IDN,1991,3.058,5118.46789591815,63.703,61.7,103.10296483161,1.77013689509296,186778238.0,,68.387,31.613
Indonesia,IDN,1992,2.95,5357.3758979759,64.182,59.2,104.905548226124,1.7332257161332,190043744.0,,67.297,32.703
Indonesia,IDN,1993,2.9,5609.15178814269,64.851,56.7,106.705878326534,1.70158442607601,193305168.0,,66.192,33.808
Indonesia,IDN,1994,2.851,5931.23473426762,65.041,54.2,108.520138885056,1.6859518715422,196591828.0,,65.067,34.933
Indonesia,IDN,1995,2.809,6312.93453561158,65.263,51.8,110.339681602146,1.66278546327292,199888057.0,,63.924,36.076
Indonesia,IDN,1996,2.782,6695.40975787395,65.465,49.5,112.170298691191,1.64546182640737,203204348.0,,62.765,37.235
Indonesia,IDN,1997,2.742,6897.00236563331,65.774,47.3,114.00944760622,1.62630782020292,206536095.0,,61.594,38.406
Indonesia,IDN,1998,2.66,5897.68530859207,65.942,45.2,115.825934410484,1.58071800042293,209826788.0,,60.407,39.593
Indonesia,IDN,1999,2.568,5855.65800744994,66.001,43.2,117.580147606772,1.50317096427875,213004668.0,,59.208,40.792
Indonesia,IDN,2000,2.503,6056.38197842165,66.292,41.3,115.08687262286,1.43244007763682,216077790.0,19.1,57.998,42.002
Indonesia,IDN,2001,2.466,6190.51954040991,66.583,39.5,116.695437968937,1.38801892806803,219097902.0,18.4,57.217,42.783
Indonesia,IDN,2002,2.436,6381.94955179996,66.954,37.7,118.288280970792,1.35572575488289,222088495.0,18.2,56.432,43.568
Indonesia,IDN,2003,2.41,6599.09193597034,67.134,36.1,119.864570212072,1.32378197652859,225048008.0,17.4,55.644,44.356
Indonesia,IDN,2004,2.415,6843.54654972364,65.521,36.7,121.397785588322,1.27101139474106,227926649.0,16.7,54.851,45.149
Indonesia,IDN,2005,2.452,7140.8545640704,67.531,33.2,122.966345480392,1.28380661170743,230871650.0,16.0,54.058,45.942
Indonesia,IDN,2006,2.457,7434.48785352221,67.664,31.8,124.606809305259,1.32525502272966,233951652.0,17.8,53.262,46.738
Indonesia,IDN,2007,2.476,7802.46406905954,67.914,30.5,126.263615441442,1.32086532413059,237062337.0,16.6,52.465,47.535
Indonesia,IDN,2008,2.44,8165.06155116624,68.085,29.3,127.912368929422,1.29735043016571,240157903.0,15.4,51.665,48.335
Indonesia,IDN,2009,2.442,8435.4557468629,68.267,28.2,129.543311146252,1.26698625068088,243220028.0,14.1,50.866,49.134
Indonesia,IDN,2010,2.462,8848.22473702066,68.364,27.1,131.186593584406,1.26054140134601,246305322.0,,50.086,49.914
Indonesia,IDN,2011,2.515,9274.96955181702,68.629,26.1,132.872174396105,1.27668830646548,249470032.0,12.5,49.405,50.595
Indonesia,IDN,2012,2.514,9708.61182531081,68.862,25.1,134.591727167608,1.28583816632167,252698525.0,12.0,48.724,51.276
Indonesia,IDN,2013,2.441,10121.8141535043,69.064,24.1,136.271572751061,1.24038001568984,255852467.0,11.4,48.045,51.955
Indonesia,IDN,2014,2.393,10504.3869411088,69.292,23.2,137.882705314833,1.17536091203837,258877399.0,11.3,47.365,52.635
Indonesia,IDN,2015,2.346,10893.6621142169,69.52,22.3,139.438934572699,1.12233981761262,261799249.0,11.2,46.687,53.313
Indonesia,IDN,2016,2.311,11319.6634287738,69.733,21.5,140.945267664402,1.0744882002252,264627418.0,10.9,46.011,53.989
Indonesia,IDN,2017,2.253,11772.5743296107,69.953,20.7,142.393583234045,1.02232939771064,267346658.0,10.6,45.341,54.659
Indonesia,IDN,2018,2.219,12262.2310300771,70.08,19.9,143.781152680745,0.969743409524713,269951846.0,9.8,44.675,55.325
Indonesia,IDN,2019,2.205,12757.7850854842,70.349,19.3,145.132688936836,0.935604959235128,272489381.0,9.4,44.015,55.985
Indonesia,IDN,2020,2.189,12388.5449268131,68.817,18.6,146.371283592869,0.849801187379341,274814866.0,9.8,43.359,56.641
Indonesia,IDN,2021,2.166,12757.0746440204,67.452,18.0,146.235107708626,0.704601321926319,276758053.0,10.1,42.71,57.29
Indonesia,IDN,2022,2.149,13334.293520304,70.925,17.5,147.330175215419,0.746050469653246,278830529.0,9.5,42.066,57.934
Indonesia,IDN,2023,2.127,13889.8828825663,71.146,17.0,,0.842666137328498,281190067.0,9.4,41.428,58.572
Lao PDR,LAO,1960,6.292,,41.036,,,,2121514.0,,92.054,7.946
Lao PDR,LAO,1961,6.31,,41.344,,9.40119584055459,2.25031691737593,2169796.0,,91.98,8.02
Lao PDR,LAO,1962,6.313,,42.272,,9.61832755632582,2.28335006052227,2219910.0,,91.905,8.095
Lao PDR,LAO,1963,6.318,,41.544,,9.83995233968804,2.2780468654744,2271061.0,,91.83,8.17
Lao PDR,LAO,1964,6.313,,41.859,,10.0642374350087,2.2537424663802,2322826.0,,91.754,8.246
Lao PDR,LAO,1965,6.316,,42.222,,10.2954939341421,2.27180252016465,2376200.0,,91.677,8.323
Lao PDR,LAO,1966,6.307,,42.347,,10.5332928942808,2.28346753765842,2431084.0,,91.6,8.4
Lao PDR,LAO,1967,6.306,,42.869,,10.7786611785095,2.30273700577367,2487715.0,,91.308,8.692
Lao PDR,LAO,1968,6.298,,43.183,,11.0328292894281,2.33069461091738,2546377.0,,91.006,8.994
Lao PDR,LAO,1969,6.301,,43.46,,11.2953162911612,2.35128433530066,2606959.0,,90.696,9.304
Lao PDR,LAO,1970,6.31,,43.776,,11.5671663778163,2.37824477578016,2669702.0,,90.375,9.625
Lao PDR,LAO,1971,6.295,,44.122,,11.8484748700173,2.40285563015352,2734628.0,,90.045,9.955
Lao PDR,LAO,1972,6.284,,44.416,,12.1389081455806,2.42166866557596,2801660.0,,89.705,10.295
Lao PDR,LAO,1973,6.281,,44.728,,12.4374913344887,2.42995627581044,2870573.0,,89.403,10.597
Lao PDR,LAO,1974,6.289,,45.886,,12.7372660311958,2.38166241174157,2939761.0,,89.163,10.837
Lao PDR,LAO,1975,6.287,,46.15,,13.0221880415945,2.21226451336532,3005521.0,,88.919,11.081
Lao PDR,LAO,1976,6.289,,46.012,,13.2793587521664,1.95561811369731,3064876.0,,88.669,11.331
Lao PDR,LAO,1977,6.293,,46.408,,13.5135311958406,1.74806381213258,3118923.0,,88.416,11.584
Lao PDR,LAO,1978,6.298,,46.832,136.9,13.7423743500867,1.67925832788714,3171740.0,,88.157,11.843
Lao PDR,LAO,1979,6.314,,47.46,135.1,13.9870103986135,1.76449926971601,3228202.0,,87.893,12.107
Lao PDR,LAO,1980,6.332,,48.56,133.2,14.2659142114385,1.97440000944874,3292573.0,,87.623,12.377
Lao PDR,LAO,1981,6.35,,49.237,131.5,14.5867894280763,2.22432150719419,3366631.0,,87.35,12.65
Lao PDR,LAO,1982,6.369,,49.931,129.7,14.9481195840555,2.44692261831745,3450026.0,,87.07,12.93
Lao PDR,LAO,1983,6.376,,50.485,127.9,15.3422920277296,2.60276882890716,3541001.0,,86.786,13.214
Lao PDR,LAO,1984,6.37,,51.014,126.2,15.7618847487002,2.69814680488859,3637843.0,,86.496,13.504
Lao PDR,LAO,1985,6.328,,51.579,124.5,16.2044410745234,2.76906771384978,3739985.0,,86.196,13.804
Lao PDR,LAO,1986,6.255,,52.144,122.5,16.6668760831889,2.81379366010288,3846715.0,,85.882,14.118
Lao PDR,LAO,1987,6.205,,52.597,120.4,17.1473656845754,2.84212757432166,3957612.0,,85.561,14.439
Lao PDR,LAO,1988,6.158,,53.077,118.2,17.6455849220104,2.86410486101786,4072601.0,,85.234,14.766
Lao PDR,LAO,1989,6.102,,53.589,115.9,18.1584662045061,2.86513034760729,4190974.0,,84.902,15.098
Lao PDR,LAO,1990,6.057,2005.50049410401,54.035,113.4,18.6826473136915,2.84582324059542,4311955.0,,84.563,15.437
Lao PDR,LAO,1991,5.986,2033.58258303281,54.7,110.7,19.2162824956672,2.81628243868286,4435118.0,,84.218,15.782
Lao PDR,LAO,1992,5.9,2088.02004083238,55.098,108.1,19.7558318890815,2.769076698737,4559646.0,,83.867,16.133
Lao PDR,LAO,1993,5.798,2152.2765966407,55.583,105.3,20.2992201039861,2.71337335048279,4685060.0,,83.51,16.49
Lao PDR,LAO,1994,5.598,2267.78215521397,55.81,102.6,20.8371750433276,2.61561863671144,4809220.0,,83.146,16.854
Lao PDR,LAO,1995,5.355,2368.05475182536,56.344,99.9,21.357924610052,2.46841937666729,4929409.0,,82.622,17.378
Lao PDR,LAO,1996,5.148,2473.77285753148,56.821,97.2,21.8616897746967,2.33129326891339,5045678.0,,81.766,18.234
Lao PDR,LAO,1997,4.961,2589.20762864101,57.302,94.6,22.3224046793761,2.08550886313317,5152011.0,,80.88,19.12
Lao PDR,LAO,1998,4.792,2642.56618699585,57.549,92.1,22.7394540727903,1.85106124399662,5248266.0,,79.961,20.039
Lao PDR,LAO,1999,4.639,2786.52039703471,57.866,89.5,23.1403119584055,1.74747223421126,5340784.0,,79.009,20.991
Lao PDR,LAO,2000,4.429,2899.01961879748,58.317,86.8,23.5321143847487,1.67898547843134,5431212.0,,78.023,21.977
Lao PDR,LAO,2001,4.29,3015.63258480614,58.887,84.1,23.9232322357019,1.64839890567014,5521482.0,,77.007,22.993
Lao PDR,LAO,2002,4.132,3143.22327579556,59.302,81.3,24.3106109185442,1.60628714871708,5610889.0,,75.956,24.044
Lao PDR,LAO,2003,4.024,3282.9853971272,59.643,78.4,24.6878032928943,1.53964095162728,5697945.0,,74.874,25.126
Lao PDR,LAO,2004,3.898,3441.16999706515,60.08,75.6,25.0503726169844,1.45793744820894,5781626.0,,73.758,26.242
Lao PDR,LAO,2005,3.685,3630.55878769378,60.688,72.7,25.4312088388215,1.50884118892528,5869523.0,,72.814,27.186
Lao PDR,LAO,2006,3.559,3881.53736632657,61.074,69.8,25.8370883882149,1.58338798520366,5963200.0,,72.252,27.748
Lao PDR,LAO,2007,3.438,4112.25301659759,61.694,66.9,26.2401906412478,1.54812352499039,6056236.0,,71.684,28.316
Lao PDR,LAO,2008,3.331,4367.162880257,62.248,64.1,26.6419800693241,1.5195940495706,6148969.0,,71.107,28.893
Lao PDR,LAO,2009,3.229,4625.07173324518,63.023,61.3,27.0435095320624,1.49588633029834,6241642.0,,70.525,29.475
Lao PDR,LAO,2010,3.137,4946.10563678172,63.69,58.7,27.4445147313691,1.47192872108695,6334194.0,,69.936,30.064
Lao PDR,LAO,2011,3.049,5266.87866924206,64.505,56.1,27.8448440207972,1.44814949802327,6426590.0,,69.34,30.66
Lao PDR,LAO,2012,2.953,5608.96956337059,65.126,53.7,28.2451386481802,1.42735442034268,6518978.0,,68.736,31.264
Lao PDR,LAO,2013,2.872,5974.47368943414,65.723,51.4,28.6455155979203,1.40755477426746,6611385.0,,68.128,31.872
Lao PDR,LAO,2014,2.802,6341.2122967032,66.35,49.2,29.0432062391681,1.37876842701215,6703172.0,,67.513,32.487
Lao PDR,LAO,2015,2.796,6703.74124348885,66.688,47.1,29.4698656845754,1.45836474920589,6801645.0,,66.892,33.108
Lao PDR,LAO,2016,2.744,7063.25545347926,67.014,45.2,29.934150779896,1.56317561333482,6908802.0,,66.264,33.736
Lao PDR,LAO,2017,2.691,7432.4596330485,67.345,43.5,30.4079159445407,1.57029722559747,7018147.0,,65.632,34.368
Lao PDR,LAO,2018,2.633,7775.08574451883,67.594,41.9,30.8840771230503,1.55377801997365,7128045.0,18.3,64.996,35.004
Lao PDR,LAO,2019,2.589,8075.27502377003,67.911,40.4,31.3589081455806,1.52576304616693,7237636.0,,64.355,35.645
Lao PDR,LAO,2020,2.535,7995.59502527818,68.339,39.0,31.8307322357019,1.49338675171473,7346533.0,,63.71,36.29
Lao PDR,LAO,2021,2.494,8080.43553249923,67.807,37.7,32.2928682842288,1.44141640887407,7453194.0,,63.061,36.939
Lao PDR,LAO,2022,2.455,8183.03286472653,68.715,36.4,32.7513301559792,1.40971670105791,7559007.0,,62.408,37.592
Lao PDR,LAO,2023,2.421,8372.15591874407,68.964,35.2,,1.39237667233214,7664993.0,,61.753,38.247
Malaysia,MYS,1960,6.412,,57.168,68.3,,,7956197.0,,73.402,26.598
Malaysia,MYS,1961,6.367,,58.015,63.9,24.8499254299193,2.58373842201017,8164443.0,,72.759,27.241
Malaysia,MYS,1962,6.296,,58.855,59.9,25.506534774007,2.6079933251221,8380172.0,,72.105,27.895
Malaysia,MYS,1963,6.191,,59.667,56.3,26.1821944909451,2.61448951710449,8602160.0,,71.442,28.558
Malaysia,MYS,1964,6.03,,60.448,53.2,26.8708141835337,2.59611428546317,8828406.0,,70.768,29.232
Malaysia,MYS,1965,5.836,,61.144,50.5,27.5647785725156,2.54980960808065,9056408.0,,70.087,29.913
Malaysia,MYS,1966,5.635,,61.679,48.2,28.2595891036372,2.48940182057707,9284688.0,,69.396,30.604
Malaysia,MYS,1967,5.433,,62.044,46.2,28.9365362958454,2.36721910470141,9507099.0,,68.696,31.304
Malaysia,MYS,1968,5.291,,62.443,44.5,29.6006117790291,2.26900009863219,9725281.0,,67.987,32.013
Malaysia,MYS,1969,5.159,,62.868,42.9,30.2772698219449,2.26022307765599,9947597.0,,67.271,32.729
Malaysia,MYS,1970,5.035,,63.298,41.4,30.980983107594,2.29763080032873,10178802.0,,66.546,33.454
Malaysia,MYS,1971,4.924,,63.77,39.7,31.7256216709785,2.3751040919662,10423453.0,,65.729,34.271
Malaysia,MYS,1972,4.822,,64.232,37.8,32.496834576168,2.40180779094825,10676835.0,,64.896,35.104
Malaysia,MYS,1973,4.727,,64.725,35.8,33.2844955105768,2.39490013420869,10935621.0,,64.056,35.944
