indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"Population, total",Lao PDR,LAO,1966,2431084.0,,,0
"Population, total",Lao PDR,LAO,1965,2376200.0,,,0
"Population, total",Lao PDR,LAO,1964,2322826.0,,,0
"Population, total",Lao PDR,LAO,1963,2271061.0,,,0
"Population, total",Lao PDR,LAO,1962,2219910.0,,,0
"Population, total",Lao PDR,LAO,1961,2169796.0,,,0
"Population, total",Lao PDR,LAO,1960,2121514.0,,,0
"Population, total",Myanmar,MMR,2024,,,,0
"Population, total",Myanmar,MMR,2023,54133798.0,,,0
"Population, total",Myanmar,MMR,2022,53756787.0,,,0
"Population, total",Myanmar,MMR,2021,53387102.0,,,0
"Population, total",Myanmar,MMR,2020,53016522.0,,,0
"Population, total",Myanmar,MMR,2019,52640713.0,,,0
"Population, total",Myanmar,MMR,2018,52272247.0,,,0
"Population, total",Myanmar,MMR,2017,51894938.0,,,0
"Population, total",Myanmar,MMR,2016,51495696.0,,,0
"Population, total",Myanmar,MMR,2015,51089056.0,,,0
"Population, total",Myanmar,MMR,2014,50681634.0,,,0
"Population, total",Myanmar,MMR,2013,50262658.0,,,0
"Population, total",Myanmar,MMR,2012,49837446.0,,,0
"Population, total",Myanmar,MMR,2011,49419820.0,,,0
"Population, total",Myanmar,MMR,2010,49024382.0,,,0
"Population, total",Myanmar,MMR,2009,48660459.0,,,0
"Population, total",Myanmar,MMR,2008,48390793.0,,,0
"Population, total",Myanmar,MMR,2007,48125043.0,,,0
"Population, total",Myanmar,MMR,2006,47785135.0,,,0
"Population, total",Myanmar,MMR,2005,47438365.0,,,0
"Population, total",Myanmar,MMR,2004,47068772.0,,,0
"Population, total",Myanmar,MMR,2003,46667192.0,,,0
"Population, total",Myanmar,MMR,2002,46232653.0,,,0
"Population, total",Myanmar,MMR,2001,45771139.0,,,0
"Population, total",Myanmar,MMR,2000,45290841.0,,,0
"Population, total",Myanmar,MMR,1999,44787724.0,,,0
"Population, total",Myanmar,MMR,1998,44257793.0,,,0
"Population, total",Myanmar,MMR,1997,43708798.0,,,0
"Population, total",Myanmar,MMR,1996,43154860.0,,,0
"Population, total",Myanmar,MMR,1995,42605338.0,,,0
"Population, total",Myanmar,MMR,1994,42055143.0,,,0
"Population, total",Myanmar,MMR,1993,41502429.0,,,0
"Population, total",Myanmar,MMR,1992,40950342.0,,,0
"Population, total",Myanmar,MMR,1991,40394154.0,,,0
"Population, total",Myanmar,MMR,1990,39817251.0,,,0
"Population, total",Myanmar,MMR,1989,39214618.0,,,0
"Population, total",Myanmar,MMR,1988,38600927.0,,,0
"Population, total",Myanmar,MMR,1987,37971594.0,,,0
"Population, total",Myanmar,MMR,1986,37314878.0,,,0
"Population, total",Myanmar,MMR,1985,36622827.0,,,0
"Population, total",Myanmar,MMR,1984,35899313.0,,,0
"Population, total",Myanmar,MMR,1983,35162715.0,,,0
"Population, total",Myanmar,MMR,1982,34482965.0,,,0
"Population, total",Myanmar,MMR,1981,33858783.0,,,0
"Population, total",Myanmar,MMR,1980,33227204.0,,,0
"Population, total",Myanmar,MMR,1979,32596550.0,,,0
"Population, total",Myanmar,MMR,1978,31972976.0,,,0
"Population, total",Myanmar,MMR,1977,31355966.0,,,0
"Population, total",Myanmar,MMR,1976,30758811.0,,,0
"Population, total",Myanmar,MMR,1975,30176565.0,,,0
"Population, total",Myanmar,MMR,1974,29598167.0,,,0
"Population, total",Myanmar,MMR,1973,29026388.0,,,0
"Population, total",Myanmar,MMR,1972,28428324.0,,,0
"Population, total",Myanmar,MMR,1971,27807219.0,,,0
"Population, total",Myanmar,MMR,1970,27193016.0,,,0
"Population, total",Myanmar,MMR,1969,26585112.0,,,0
"Population, total",Myanmar,MMR,1968,25989662.0,,,0
"Population, total",Myanmar,MMR,1967,25406429.0,,,0
"Population, total",Myanmar,MMR,1966,24836496.0,,,0
"Population, total",Myanmar,MMR,1965,24279431.0,,,0
"Population, total",Myanmar,MMR,1964,23737315.0,,,0
"Population, total",Myanmar,MMR,1963,23213408.0,,,0
"Population, total",Myanmar,MMR,1962,22704719.0,,,0
"Population, total",Myanmar,MMR,1961,22210581.0,,,0
"Population, total",Myanmar,MMR,1960,21730250.0,,,0
"Population, total",Malaysia,MYS,2024,,,,0
"Population, total",Malaysia,MYS,2023,35126298.0,,,0
"Population, total",Malaysia,MYS,2022,34695493.0,,,0
"Population, total",Malaysia,MYS,2021,34282399.0,,,0
"Population, total",Malaysia,MYS,2020,33889558.0,,,0
"Population, total",Malaysia,MYS,2019,33440596.0,,,0
"Population, total",Malaysia,MYS,2018,32910967.0,,,0
"Population, total",Malaysia,MYS,2017,32355644.0,,,0
"Population, total",Malaysia,MYS,2016,31789685.0,,,0
"Population, total",Malaysia,MYS,2015,31232798.0,,,0
"Population, total",Malaysia,MYS,2014,30696137.0,,,0
"Population, total",Malaysia,MYS,2013,30174265.0,,,0
"Population, total",Malaysia,MYS,2012,29662831.0,,,0
"Population, total",Malaysia,MYS,2011,29162039.0,,,0
"Population, total",Malaysia,MYS,2010,28655776.0,,,0
"Population, total",Malaysia,MYS,2009,28124778.0,,,0
"Population, total",Malaysia,MYS,2008,27570059.0,,,0
"Population, total",Malaysia,MYS,2007,26998389.0,,,0
"Population, total",Malaysia,MYS,2006,26417909.0,,,0
"Population, total",Malaysia,MYS,2005,25836071.0,,,0
"Population, total",Malaysia,MYS,2004,25256772.0,,,0
"Population, total",Malaysia,MYS,2003,24679602.0,,,0
"Population, total",Malaysia,MYS,2002,24102477.0,,,0
"Population, total",Malaysia,MYS,2001,23526538.0,,,0
"Population, total",Malaysia,MYS,2000,22967816.0,,,0
"Population, total",Malaysia,MYS,1999,22435531.0,,,0
"Population, total",Malaysia,MYS,1998,21906713.0,,,0
"Population, total",Malaysia,MYS,1997,21375218.0,,,0
"Population, total",Malaysia,MYS,1996,20850087.0,,,0
"Population, total",Malaysia,MYS,1995,20330599.0,,,0
"Population, total",Malaysia,MYS,1994,19820446.0,,,0
"Population, total",Malaysia,MYS,1993,19322664.0,,,0
"Population, total",Malaysia,MYS,1992,18834572.0,,,0
"Population, total",Malaysia,MYS,1991,18342464.0,,,0
"Population, total",Malaysia,MYS,1990,17833171.0,,,0
"Population, total",Malaysia,MYS,1989,17314997.0,,,0
"Population, total",Malaysia,MYS,1988,16796605.0,,,0
"Population, total",Malaysia,MYS,1987,16276737.0,,,0
"Population, total",Malaysia,MYS,1986,15760419.0,,,0
"Population, total",Malaysia,MYS,1985,15252258.0,,,0
"Population, total",Malaysia,MYS,1984,14759009.0,,,0
"Population, total",Malaysia,MYS,1983,14285907.0,,,0
"Population, total",Malaysia,MYS,1982,13832798.0,,,0
"Population, total",Malaysia,MYS,1981,13399203.0,,,0
"Population, total",Malaysia,MYS,1980,12983363.0,,,0
"Population, total",Malaysia,MYS,1979,12627862.0,,,0
"Population, total",Malaysia,MYS,1978,12328157.0,,,0
"Population, total",Malaysia,MYS,1977,12035713.0,,,0
"Population, total",Malaysia,MYS,1976,11750097.0,,,0
"Population, total",Malaysia,MYS,1975,11471914.0,,,0
"Population, total",Malaysia,MYS,1974,11200906.0,,,0
"Population, total",Malaysia,MYS,1973,10935621.0,,,0
"Population, total",Malaysia,MYS,1972,10676835.0,,,0
"Population, total",Malaysia,MYS,1971,10423453.0,,,0
"Population, total",Malaysia,MYS,1970,10178802.0,,,0
"Population, total",Malaysia,MYS,1969,9947597.0,,,0
"Population, total",Malaysia,MYS,1968,9725281.0,,,0
"Population, total",Malaysia,MYS,1967,9507099.0,,,0
"Population, total",Malaysia,MYS,1966,9284688.0,,,0
"Population, total",Malaysia,MYS,1965,9056408.0,,,0
"Population, total",Malaysia,MYS,1964,8828406.0,,,0
"Population, total",Malaysia,MYS,1963,8602160.0,,,0
"Population, total",Malaysia,MYS,1962,8380172.0,,,0
"Population, total",Malaysia,MYS,1961,8164443.0,,,0
"Population, total",Malaysia,MYS,1960,7956197.0,,,0
"Population, total",Philippines,PHL,2024,,,,0
"Population, total",Philippines,PHL,2023,114891199.0,,,0
"Population, total",Philippines,PHL,2022,113964338.0,,,0
"Population, total",Philippines,PHL,2021,113100950.0,,,0
"Population, total",Philippines,PHL,2020,112081264.0,,,0
"Population, total",Philippines,PHL,2019,110804683.0,,,0
"Population, total",Philippines,PHL,2018,109465287.0,,,0
"Population, total",Philippines,PHL,2017,108119693.0,,,0
"Population, total",Philippines,PHL,2016,106735719.0,,,0
"Population, total",Philippines,PHL,2015,105312992.0,,,0
"Population, total",Philippines,PHL,2014,103767130.0,,,0
"Population, total",Philippines,PHL,2013,102076336.0,,,0
