indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"Life expectancy at birth, total (years)",Nepal,NPL,1993,57.597,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1992,56.686,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1991,55.65,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1990,54.771,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1989,54.013,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1988,53.109,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1987,52.382,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1986,51.594,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1985,50.922,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1984,50.227,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1983,49.676,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1982,49.181,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1981,48.662,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1980,48.333,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1979,47.766,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1978,47.202,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1977,46.628,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1976,45.991,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1975,45.499,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1974,44.919,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1973,44.485,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1972,44.068,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1971,43.616,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1970,43.151,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1969,42.722,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1968,42.173,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1967,41.71,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1966,41.239,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1965,40.688,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1964,40.229,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1963,39.608,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1962,39.333,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1961,38.966,,,0
"Life expectancy at birth, total (years)",Nepal,NPL,1960,38.652,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2024,,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2023,67.649,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2022,67.417,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2021,65.773,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2020,65.701,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2019,66.729,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2018,66.481,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2017,66.223,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2016,65.943,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2015,65.641,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2014,65.374,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2013,65.129,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2012,64.883,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2011,64.659,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2010,64.378,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2009,64.206,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2008,64.002,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2007,63.807,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2006,63.624,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2005,62.416,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2004,63.097,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2003,62.834,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2002,62.556,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2001,62.241,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,2000,61.903,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1999,61.54,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1998,61.134,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1997,60.623,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1996,60.466,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1995,60.273,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1994,60.197,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1993,60.083,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1992,59.983,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1991,59.864,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1990,59.728,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1989,59.528,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1988,59.36,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1987,59.222,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1986,59.167,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1985,59.075,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1984,58.921,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1983,58.663,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1982,58.291,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1981,57.764,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1980,57.199,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1979,56.614,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1978,56.072,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1977,55.482,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1976,55.069,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1975,54.722,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1974,54.266,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1973,54.09,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1972,53.824,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1971,49.002,,,0
"Life expectancy at birth, total (years)",Pakistan,PAK,1970,52.943,,,0
